neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,review_year,review_month,has_reviews,host_activity_level,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room,is_fake
27,40.70204,-73.93027,40,5,1,0.36,1,364,2019,4,1,Low,True,False,False,False,True,False,0
198,40.76329,-73.96119,109,4,0,0.0,1,101,0,0,0,Low,False,True,False,False,True,False,0
206,40.73242,-74.00404,400,2,1,0.65,5,102,2019,5,1,Medium,False,True,False,False,False,False,1
103,40.68093,-73.79713,45,1,9,2.67,2,113,2019,7,1,Medium,False,False,True,False,True,False,0
27,40.70028,-73.93952,35,30,0,0.0,14,333,0,0,0,High,True,False,False,False,False,True,1
199,40.80319,-73.96676,70,15,0,0.0,12,153,0,0,0,High,False,True,False,False,True,False,1
199,40.80031,-73.96775,70,21,1,0.86,12,119,2019,6,1,High,False,True,False,False,True,False,1
160,40.72407,-73.86585,70,4,0,0.0,1,365,0,0,0,Low,False,False,True,False,True,False,0
198,40.78475,-73.95339,99,10,2,0.59,1,188,2019,5,1,Low,False,True,False,False,False,False,0
27,40.69594,-73.90685,75,1,0,0.0,1,83,0,0,0,Low,True,False,False,False,True,False,0
63,40.73161,-73.98438,220,4,1,0.26,1,1,2019,3,1,Low,False,True,False,False,False,False,0
73,40.65345,-73.95476,50,2,6,1.78,1,2,2019,6,1,Low,True,False,False,False,True,False,0
76,40.76897,-73.82728,39,1,27,8.62,6,133,2019,7,1,High,False,False,True,False,True,False,0
33,40.75024,-74.00213,175,4,3,1.11,1,15,2019,6,1,Low,False,True,False,False,False,False,0
92,40.8159,-73.9396,70,1,4,1.14,9,260,2019,7,1,High,False,True,False,False,True,False,0
63,40.72625,-73.99014,350,3,1,0.7,1,66,2019,5,1,Low,False,True,False,False,False,False,1
117,40.71852,-73.99067,129,3,12,3.53,1,85,2019,6,1,Low,False,True,False,False,True,False,0
216,40.75563,-73.90493,50,2,1,0.51,2,262,2019,5,1,Medium,False,False,True,False,True,False,0
215,40.89768,-73.87363,35,2,18,5.35,1,51,2019,6,1,Low,False,False,False,False,False,False,0
40,40.69306,-73.96132,45,1,4,1.88,2,135,2019,5,1,Medium,True,False,False,False,True,False,0
199,40.78536,-73.97116,82,2,26,7.29,3,288,2019,6,1,Medium,False,True,False,False,True,False,0
206,40.73674,-74.00411,180,3,1,0.51,2,123,2019,5,1,Medium,False,True,False,False,True,False,0
10,40.77067,-73.78278,55,2,37,10.37,1,6,2019,7,1,Low,False,False,True,False,False,False,0
4,40.75698,-73.91362,65,3,8,3.48,1,71,2019,7,1,Low,False,False,True,False,True,False,0
117,40.71728,-73.99085,84,2,18,5.35,1,21,2019,6,1,Low,False,True,False,False,True,False,0
34,40.71502,-73.99066,150,4,8,2.38,1,255,2019,6,1,Low,False,True,False,False,False,False,0
182,40.68481,-73.76952,55,1,16,4.21,3,269,2019,6,1,Medium,False,False,True,False,True,False,0
168,40.66875,-73.73627,70,1,3,1.11,2,180,2019,6,1,Medium,False,False,True,False,True,False,0
27,40.6951,-73.92898,78,3,0,0.0,1,105,0,0,0,Low,True,False,False,False,True,False,0
92,40.82808,-73.94563,148,2,8,2.82,1,334,2019,6,1,Low,False,True,False,False,False,False,0
93,40.76655,-73.99216,350,1,0,0.0,1,89,0,0,0,Low,False,True,False,False,True,False,1
211,40.71198,-73.94191,285,3,3,3.0,4,16,2019,7,1,Medium,True,False,False,False,False,False,1
101,40.86948,-73.92122,129,2,0,0.0,1,65,0,0,0,Low,False,True,False,False,False,False,0
198,40.7739,-73.94937,370,5,0,0.0,1,15,0,0,0,Low,False,True,False,False,False,False,1
63,40.72353,-73.97646,150,2,5,1.33,1,4,2019,6,1,Low,False,True,False,False,False,False,0
92,40.82734,-73.94718,85,4,3,1.13,1,6,2019,7,1,Low,False,True,False,False,False,False,0
156,40.66379,-73.95239,75,2,12,3.56,1,8,2019,7,1,Low,True,False,False,False,False,False,0
206,40.73551,-74.00138,250,2,6,2.12,1,19,2019,7,1,Low,False,True,False,False,False,False,1
34,40.7142,-73.99254,150,30,3,1.25,1,33,2019,5,1,Low,False,True,False,False,False,False,0
73,40.64938,-73.96682,110,2,1,0.28,1,260,2019,3,1,Low,True,False,False,False,False,False,0
159,40.67962,-74.01294,122,13,1,0.77,1,12,2019,6,1,Low,True,False,False,False,False,False,0
135,40.74699,-73.97301,375,2,10,3.75,1,26,2019,6,1,Low,False,True,False,False,False,False,1
125,40.76582,-73.97958,399,30,3,1.32,1,303,2019,6,1,Low,False,True,False,False,False,False,1
27,40.69269,-73.92178,201,1,24,7.58,1,296,2019,7,1,Low,True,False,False,False,False,False,0
72,40.70522,-74.00925,150,7,6,1.65,1,351,2019,5,1,Low,False,True,False,False,True,False,0
92,40.81476,-73.94723,75,30,1,0.77,1,13,2019,5,1,Low,False,True,False,False,False,False,0
176,40.8265,-73.87045,103,2,19,5.7,1,75,2019,6,1,Low,False,False,False,False,False,False,0
12,40.69174,-73.93649,150,2,2,0.78,1,92,2019,5,1,Low,True,False,False,False,False,False,0
27,40.69544,-73.91012,46,1,7,2.04,1,130,2019,6,1,Low,True,False,False,False,True,False,0
179,40.66829,-73.98871,95,1,16,5.11,1,80,2019,7,1,Low,True,False,False,False,True,False,0
101,40.86507,-73.92348,35,29,0,0.0,37,31,0,0,0,High,False,True,False,False,True,False,1
33,40.7394,-73.99868,199,2,8,2.89,1,125,2019,6,1,Low,False,True,False,False,False,False,0
22,40.57753,-73.95901,80,3,0,0.0,2,350,0,0,0,Medium,True,False,False,False,True,False,0
4,40.7718,-73.91942,62,2,16,4.53,1,313,2019,6,1,Low,False,False,True,False,True,False,0
4,40.77151,-73.93066,65,1,2,2.0,1,7,2019,6,1,Low,False,False,True,False,True,False,0
50,40.66697,-73.93508,85,5,9,2.65,1,7,2019,6,1,Low,True,False,False,False,False,False,0
12,40.68394,-73.94002,175,4,4,1.64,1,196,2019,6,1,Low,True,False,False,False,False,False,0
125,40.76309,-73.98063,190,3,1,0.88,1,84,2019,6,1,Low,False,True,False,False,False,False,0
211,40.71848,-73.94393,170,2,4,1.22,1,1,2019,7,1,Low,True,False,False,False,False,False,0
92,40.82311,-73.94749,130,2,12,3.4,1,14,2019,7,1,Low,False,True,False,False,False,False,0
24,40.69944,-73.99596,600,3,8,2.96,1,44,2019,7,1,Low,True,False,False,False,False,False,1
27,40.70487,-73.92533,150,3,1,0.46,1,6,2019,5,1,Low,True,False,False,False,False,False,0
211,40.71579,-73.95092,79,4,0,0.0,1,110,0,0,0,Low,True,False,False,False,True,False,0
194,40.71989,-74.00668,290,2,4,2.26,1,75,2019,6,1,Low,False,True,False,False,False,False,1
75,40.62636,-73.91824,110,3,6,2.28,1,339,2019,6,1,Low,True,False,False,False,False,False,0
60,40.80143,-73.93803,50,3,0,0.0,1,41,0,0,0,Low,False,True,False,False,True,False,0
58,40.76132,-73.88192,53,2,16,4.49,1,79,2019,6,1,Low,False,False,True,False,True,False,0
12,40.67657,-73.91146,80,30,0,0.0,1,312,0,0,0,Low,True,False,False,False,False,False,0
117,40.71829,-73.989,200,2,4,1.54,1,3,2019,6,1,Low,False,True,False,False,False,False,0
60,40.7891,-73.94906,180,1,17,4.77,5,40,2019,6,1,Medium,False,True,False,False,False,False,0
168,40.65233,-73.72656,80,2,1,1.0,1,176,2019,6,1,Low,False,False,True,False,False,False,0
199,40.77424,-73.98827,260,30,7,2.73,25,274,2019,6,1,High,False,True,False,False,False,False,1
199,40.80044,-73.96176,190,30,1,0.45,16,310,2019,5,1,High,False,True,False,False,False,False,1
12,40.69284,-73.95954,45,3,0,0.0,2,135,0,0,0,Medium,True,False,False,False,True,False,0
211,40.71646,-73.95996,75,2,10,2.83,1,177,2019,7,1,Low,True,False,False,False,True,False,0
115,40.75817,-73.92949,100,3,11,3.3,1,296,2019,7,1,Low,False,False,True,False,False,False,0
211,40.70312,-73.94464,75,4,6,1.98,1,55,2019,6,1,Low,True,False,False,False,True,False,0
214,40.69567,-73.84949,50,2,7,2.0,1,174,2019,5,1,Low,False,False,True,False,True,False,0
117,40.71171,-73.99077,125,30,1,0.68,2,46,2019,5,1,Medium,False,True,False,False,False,False,0
58,40.76258,-73.86855,95,1,16,4.4,7,81,2019,7,1,High,False,False,True,False,False,False,0
156,40.65953,-73.96059,150,30,0,0.0,1,278,0,0,0,Low,True,False,False,False,False,False,0
199,40.80221,-73.96677,40,1,0,0.0,1,1,0,0,0,Low,False,True,False,False,True,False,1
150,40.84342,-73.83929,125,1,15,5.77,1,336,2019,7,1,Low,False,False,False,False,False,False,0
60,40.78909,-73.94956,180,1,21,6.0,5,87,2019,7,1,Medium,False,True,False,False,False,False,0
60,40.78878,-73.94838,165,1,23,6.83,5,102,2019,7,1,Medium,False,True,False,False,False,False,0
87,40.58822,-73.97294,85,30,1,0.31,6,347,2019,4,1,High,True,False,False,False,False,False,0
12,40.68164,-73.9262,199,2,3,3.0,1,67,2019,7,1,Low,True,False,False,False,False,False,0
110,40.74079,-73.9775,263,30,0,0.0,232,332,0,0,0,High,False,True,False,False,False,False,1
211,40.71492,-73.94332,65,3,4,1.29,1,3,2019,6,1,Low,True,False,False,False,True,False,0
159,40.67897,-74.00587,45,2,17,5.05,1,87,2019,6,1,Low,True,False,False,False,True,False,0
92,40.81826,-73.93882,70,1,25,6.76,3,9,2019,7,1,Medium,False,True,False,False,True,False,0
199,40.77362,-73.99133,250,8,0,0.0,1,4,0,0,0,Low,False,True,False,False,False,False,1
12,40.6802,-73.93436,60,2,9,2.76,1,22,2019,6,1,Low,True,False,False,False,True,False,0
211,40.71395,-73.94022,65,1,2,1.15,1,124,2019,5,1,Low,True,False,False,False,True,False,0
125,40.76054,-73.96449,130,30,1,1.0,2,148,2019,6,1,Medium,False,True,False,False,False,False,0
211,40.71594,-73.9402,135,2,9,3.86,1,162,2019,6,1,Low,True,False,False,False,False,False,0
33,40.75183,-73.99633,140,30,0,0.0,1,167,0,0,0,Low,False,True,False,False,False,False,0
125,40.75475,-73.97243,399,1,1,0.81,11,364,2019,6,1,High,False,True,False,False,True,False,1
24,40.69153,-73.9951,75,1,23,8.02,1,166,2019,7,1,Low,True,False,False,False,True,False,0
211,40.70396,-73.93442,250,2,7,2.44,1,183,2019,6,1,Low,True,False,False,False,False,False,1
186,40.74149,-73.92327,131,30,0,0.0,1,182,0,0,0,Low,False,False,True,False,False,False,0
84,40.73683,-73.98816,700,5,11,3.93,1,282,2019,7,1,Low,False,True,False,False,False,False,1
202,40.90484,-73.84489,120,1,1,0.32,1,268,2019,4,1,Low,False,False,False,False,True,False,0
92,40.8088,-73.94527,100,1,4,1.6,9,275,2019,6,1,High,False,True,False,False,True,False,0
92,40.81072,-73.94235,85,1,8,2.61,9,150,2019,7,1,High,False,True,False,False,True,False,0
84,40.73644,-73.98097,215,1,1,0.3,2,188,2019,3,1,Medium,False,True,False,False,False,False,0
198,40.77195,-73.9537,199,2,0,0.0,2,364,0,0,0,Medium,False,True,False,False,False,False,0
27,40.69328,-73.9225,150,7,1,0.39,1,88,2019,4,1,Low,True,False,False,False,False,False,0
211,40.71206,-73.94006,85,1,0,0.0,2,124,0,0,0,Medium,True,False,False,False,True,False,0
198,40.77927,-73.95165,98,1,10,4.35,1,327,2019,6,1,Low,False,True,False,False,True,False,0
72,40.70529,-74.00653,293,1,7,3.18,1,75,2019,6,1,Low,False,True,False,False,True,False,1
63,40.7275,-73.98838,125,30,0,0.0,1,97,0,0,0,Low,False,True,False,False,False,False,0
89,40.71971,-73.94377,65,2,6,1.94,1,20,2019,5,1,Low,True,False,False,False,True,False,0
158,40.63211,-74.12557,85,1,6,2.2,1,316,2019,6,1,Low,False,False,False,True,False,False,0
62,40.67554,-73.8942,120,1,2,0.59,1,89,2019,5,1,Low,True,False,False,False,True,False,0
211,40.71389,-73.93859,69,2,1,0.28,2,345,2019,3,1,Medium,True,False,False,False,True,False,0
134,40.84672,-73.90411,63,1,3,0.94,1,167,2019,5,1,Low,False,False,False,False,True,False,0
59,40.64627,-73.92014,58,2,2,2.0,1,126,2019,7,1,Low,True,False,False,False,True,False,0
12,40.67922,-73.90953,41,1,6,1.86,2,79,2019,6,1,Medium,True,False,False,False,True,False,0
202,40.89637,-73.8555,39,1,10,2.73,1,15,2019,6,1,Low,False,False,False,False,True,False,0
198,40.77039,-73.95812,180,30,1,0.47,13,325,2019,5,1,High,False,True,False,False,False,False,1
109,40.8704,-73.90559,100,5,0,0.0,1,40,0,0,0,Low,False,False,False,False,True,False,0
188,40.75966,-73.9862,175,29,0,0.0,327,335,0,0,0,High,False,True,False,False,False,False,1
27,40.69927,-73.9107,44,2,6,2.37,4,163,2019,6,1,Medium,True,False,False,False,True,False,0
188,40.76147,-73.98589,177,29,2,0.85,327,354,2019,5,1,High,False,True,False,False,False,False,1
163,40.70056,-73.9106,49,2,14,4.08,4,165,2019,6,1,Medium,False,False,True,False,True,False,0
163,40.69935,-73.91043,44,2,10,3.13,4,128,2019,6,1,Medium,False,False,True,False,True,False,0
163,40.70125,-73.91051,44,2,9,3.18,4,154,2019,6,1,Medium,False,False,True,False,True,False,0
103,40.66971,-73.78583,300,1,11,3.27,1,319,2019,7,1,Low,False,False,True,False,False,False,1
163,40.70848,-73.9148,140,3,13,4.29,1,192,2019,6,1,Low,False,False,True,False,False,False,0
12,40.68196,-73.92416,35,2,1,0.47,1,4,2019,5,1,Low,True,False,False,False,True,False,0
33,40.75426,-73.99848,140,120,0,0.0,1,255,0,0,0,Low,False,True,False,False,False,False,0
12,40.68802,-73.94291,75,2,2,1.33,1,24,2019,6,1,Low,True,False,False,False,False,False,0
60,40.79415,-73.94156,90,4,10,3.53,1,24,2019,7,1,Low,False,True,False,False,True,False,0
83,40.67731,-73.98539,74,1,1,0.28,1,72,2019,3,1,Low,True,False,False,False,True,False,0
63,40.72687,-73.98416,396,1,15,4.84,5,317,2019,6,1,Medium,False,True,False,False,False,False,1
211,40.70406,-73.95763,70,2,5,1.63,1,2,2019,6,1,Low,True,False,False,False,True,False,0
101,40.86208,-73.9269,100,1,2,0.78,9,324,2019,6,1,High,False,True,False,False,True,False,0
101,40.86324,-73.92682,100,1,4,1.58,9,315,2019,7,1,High,False,True,False,False,True,False,0
101,40.86182,-73.92667,100,1,7,2.33,9,324,2019,7,1,High,False,True,False,False,True,False,0
101,40.86387,-73.92711,180,5,6,1.94,9,323,2019,6,1,High,False,True,False,False,True,False,0
125,40.74789,-73.98702,220,4,10,3.03,1,297,2019,7,1,Low,False,True,False,False,False,False,0
12,40.68609,-73.92932,195,2,5,2.42,2,20,2019,6,1,Medium,True,False,False,False,False,False,0
186,40.74512,-73.91758,75,6,3,1.22,1,43,2019,6,1,Low,False,False,True,False,False,False,0
89,40.73644,-73.95425,300,2,22,6.23,1,341,2019,6,1,Low,True,False,False,False,False,False,1
34,40.71301,-73.99609,85,1,12,3.36,3,339,2019,5,1,Medium,False,True,False,False,True,False,0
195,40.71241,-73.99458,85,1,15,4.17,3,356,2019,6,1,Medium,False,True,False,False,True,False,0
211,40.71362,-73.95343,65,2,9,3.42,4,43,2019,6,1,Medium,True,False,False,False,True,False,0
163,40.69894,-73.90064,50,7,6,1.84,1,128,2019,4,1,Low,False,False,True,False,True,False,0
69,40.61035,-74.11711,78,2,11,3.88,3,38,2019,7,1,Medium,False,False,False,True,False,False,0
190,40.60991,-74.11577,50,2,6,2.02,3,52,2019,6,1,Medium,False,False,False,True,True,False,0
34,40.71309,-73.99626,85,1,14,3.93,3,332,2019,6,1,Medium,False,True,False,False,True,False,0
12,40.67876,-73.91096,41,2,5,2.08,2,74,2019,6,1,Medium,True,False,False,False,True,False,0
53,40.77761,-73.90919,69,2,1,1.0,2,349,2019,6,1,Medium,False,False,True,False,True,False,0
90,40.73592,-73.99601,230,1,2,0.57,1,83,2019,4,1,Low,False,True,False,False,False,False,1
40,40.69316,-73.96773,69,1,1,0.67,1,179,2019,5,1,Low,True,False,False,False,True,False,0
211,40.71768,-73.94027,40,1,9,2.84,2,22,2019,6,1,Medium,True,False,False,False,True,False,0
63,40.72958,-73.98569,151,3,10,3.0,1,7,2019,6,1,Low,False,True,False,False,False,False,0
92,40.82312,-73.93885,275,2,1,0.46,3,351,2019,5,1,Medium,False,True,False,False,False,False,1
90,40.72894,-74.00102,180,3,8,2.79,1,188,2019,7,1,Low,False,True,False,False,False,False,0
92,40.82172,-73.94019,55,3,2,0.67,3,353,2019,5,1,Medium,False,True,False,False,True,False,0
206,40.73261,-74.01043,120,2,12,3.91,1,35,2019,7,1,Low,False,True,False,False,True,False,0
113,40.71948,-73.99603,350,3,0,0.0,1,90,0,0,0,Low,False,True,False,False,False,False,1
203,40.84232,-73.93772,60,2,8,2.53,1,26,2019,6,1,Low,False,True,False,False,True,False,0
76,40.7603,-73.81428,75,1,9,2.52,6,204,2019,6,1,High,False,False,True,False,True,False,0
115,40.74827,-73.94006,110,2,14,4.57,1,112,2019,7,1,Low,False,False,True,False,True,False,0
198,40.76258,-73.96809,129,3,4,3.08,3,15,2019,6,1,Medium,False,True,False,False,True,False,0
12,40.68716,-73.94241,55,2,6,3.53,1,89,2019,6,1,Low,True,False,False,False,True,False,0
198,40.77399,-73.9461,217,1,6,1.94,1,242,2019,5,1,Low,False,True,False,False,True,False,0
92,40.81212,-73.94341,37,30,0,0.0,103,223,0,0,0,High,False,True,False,False,True,False,1
117,40.72082,-73.9879,299,1,1,0.54,3,217,2019,5,1,Medium,False,True,False,False,False,False,1
29,40.63567,-73.91296,120,2,11,4.12,1,52,2019,7,1,Low,True,False,False,False,False,False,0
63,40.73284,-73.9865,65,30,0,0.0,1,38,0,0,0,Low,False,True,False,False,True,False,0
187,40.64997,-74.00626,135,2,9,5.19,1,266,2019,7,1,Low,True,False,False,False,False,False,0
148,40.67591,-73.97689,700,3,0,0.0,1,239,0,0,0,Low,True,False,False,False,False,False,1
199,40.77477,-73.97958,159,1,7,2.56,1,302,2019,6,1,Low,False,True,False,False,True,False,0
159,40.67635,-74.01133,100,1,2,1.67,1,13,2019,6,1,Low,True,False,False,False,False,False,0
198,40.78423,-73.94786,100,5,8,3.24,1,270,2019,6,1,Low,False,True,False,False,False,False,0
72,40.7071,-74.01556,300,2,0,0.0,1,365,0,0,0,Low,False,True,False,False,False,False,1
103,40.69008,-73.78667,85,2,12,3.56,3,330,2019,7,1,Medium,False,False,True,False,True,False,0
27,40.68929,-73.9216,45,14,1,0.73,1,67,2019,5,1,Low,True,False,False,False,True,False,0
12,40.68689,-73.93344,45,2,7,2.41,1,82,2019,6,1,Low,True,False,False,False,True,False,0
187,40.664,-73.99233,135,2,4,4.0,2,296,2019,7,1,Medium,True,False,False,False,False,False,0
93,40.75833,-73.99516,210,1,0,0.0,10,333,0,0,0,High,False,True,False,False,True,False,0
63,40.72808,-73.98273,165,1,4,2.61,1,97,2019,6,1,Low,False,True,False,False,False,False,0
97,40.65278,-73.84289,165,1,0,0.0,1,323,0,0,0,Low,False,False,True,False,False,False,0
93,40.76027,-73.99682,209,1,0,0.0,10,333,0,0,0,High,False,True,False,False,True,False,0
79,40.68562,-73.96977,125,3,4,1.67,1,48,2019,6,1,Low,True,False,False,False,False,False,0
93,40.75955,-73.99667,794,1,0,0.0,10,200,0,0,0,High,False,True,False,False,True,False,1
93,40.76019,-73.99524,146,1,0,0.0,10,314,0,0,0,High,False,True,False,False,True,False,0
93,40.75842,-73.99609,197,1,1,0.57,10,342,2019,5,1,High,False,True,False,False,True,False,0
93,40.75893,-73.99485,297,1,0,0.0,10,311,0,0,0,High,False,True,False,False,True,False,1
93,40.75796,-73.99625,166,1,1,0.43,10,345,2019,5,1,High,False,True,False,False,True,False,0
93,40.75796,-73.99522,166,1,0,0.0,10,343,0,0,0,High,False,True,False,False,True,False,0
93,40.75885,-73.99595,135,1,0,0.0,10,275,0,0,0,High,False,True,False,False,True,False,0
93,40.76034,-73.99638,500,1,1,1.0,10,305,2019,6,1,High,False,True,False,False,True,False,1
50,40.67704,-73.95957,140,1,3,1.58,1,13,2019,7,1,Low,True,False,False,False,False,False,0
12,40.69295,-73.94494,80,90,0,0.0,1,41,0,0,0,Low,True,False,False,False,False,False,0
211,40.70865,-73.94507,200,4,0,0.0,2,4,0,0,0,Medium,True,False,False,False,False,False,1
93,40.75617,-73.99824,200,4,1,0.41,1,22,2019,4,1,Low,False,True,False,False,True,False,0
89,40.7359,-73.95909,250,14,0,0.0,1,83,0,0,0,Low,True,False,False,False,False,False,1
115,40.75464,-73.94107,190,4,7,2.56,1,255,2019,6,1,Low,False,False,True,False,False,False,0
110,40.74225,-73.97943,35,2,2,0.59,2,353,2019,4,1,Medium,False,True,False,False,False,True,0
83,40.66791,-73.99354,125,5,7,2.23,1,70,2019,6,1,Low,True,False,False,False,False,False,0
63,40.72345,-73.98152,280,1,8,2.4,1,325,2019,6,1,Low,False,True,False,False,False,False,1
12,40.68579,-73.9358,249,3,12,4.19,1,38,2019,6,1,Low,True,False,False,False,False,False,1
90,40.72779,-73.99882,200,4,14,3.96,1,323,2019,6,1,Low,False,True,False,False,False,False,0
60,40.79668,-73.93434,124,1,7,2.28,2,155,2019,6,1,Medium,False,True,False,False,True,False,0
33,40.74197,-73.99703,120,5,13,5.0,2,14,2019,6,1,Medium,False,True,False,False,False,False,0
60,40.79781,-73.93599,125,1,8,2.7,2,117,2019,7,1,Medium,False,True,False,False,True,False,0
199,40.80131,-73.96596,37,50,0,0.0,1,1,0,0,0,Low,False,True,False,False,True,False,1
144,40.87275,-73.87978,58,5,0,0.0,1,180,0,0,0,Low,False,False,False,False,True,False,0
125,40.76446,-73.98123,95,3,1,1.0,1,5,2019,6,1,Low,False,True,False,False,True,False,0
12,40.67867,-73.93723,100,2,0,0.0,2,89,0,0,0,Medium,True,False,False,False,True,False,0
211,40.71699,-73.96167,214,3,6,1.94,1,32,2019,7,1,Low,True,False,False,False,False,False,0
76,40.76695,-73.81638,250,7,0,0.0,3,174,0,0,0,Medium,False,False,True,False,False,False,1
203,40.85487,-73.92759,32,2,26,8.48,1,280,2019,7,1,Low,False,True,False,False,True,False,0
60,40.79583,-73.93328,160,1,11,5.59,1,21,2019,6,1,Low,False,True,False,False,False,False,0
211,40.71547,-73.95147,165,3,5,1.97,3,272,2019,7,1,Medium,True,False,False,False,False,False,0
33,40.743,-74.00136,300,2,2,1.22,1,363,2019,7,1,Low,False,True,False,False,False,False,1
79,40.69438,-73.9712,51,12,0,0.0,1,44,0,0,0,Low,True,False,False,False,True,False,0
47,40.83251,-73.91217,85,1,0,0.0,1,365,0,0,0,Low,False,False,False,False,True,False,0
12,40.68797,-73.95439,75,1,21,7.5,1,114,2019,6,1,Low,True,False,False,False,True,False,0
199,40.7852,-73.9714,111,2,8,2.58,3,344,2019,6,1,Medium,False,True,False,False,True,False,0
211,40.71419,-73.94138,150,2,7,2.66,1,48,2019,6,1,Low,True,False,False,False,True,False,0
199,40.78687,-73.97428,175,2,1,0.68,1,2,2019,5,1,Low,False,True,False,False,False,False,0
199,40.77884,-73.98591,180,5,7,2.5,1,10,2019,6,1,Low,False,True,False,False,False,False,0
